#contig		start	stop	amplitude 1	amplitude 2
Chromosome	13800	14699	4.303307	4.184888
Chromosome	14900	15699	5.699384	4.242569
Chromosome	31100	32299	9.304206	8.669019
Chromosome	32500	33299	4.107540	3.243137
Chromosome	45100	45799	2.400636	3.489290
Chromosome	57600	58299	2.555568	2.942144
Chromosome	64500	65299	4.345869	5.227276
Chromosome	65600	66299	2.765746	2.474633
Chromosome	68400	69099	4.400764	3.679869
Chromosome	78200	79099	33.038403	43.689501
Chromosome	82100	82899	6.545064	6.913506
Chromosome	84300	85299	12.208936	13.490544
Chromosome	86300	86999	4.499376	4.858380
Chromosome	94900	95899	4.149376	4.407726
Chromosome	102800	103499	2.728326	2.301291
Chromosome	108300	108999	3.719812	4.805408
Chromosome	110100	111099	18.657374	19.016840
Chromosome	114700	115599	17.782963	13.743764
Chromosome	117900	118599	3.935260	3.944488
Chromosome	134800	135799	31.977720	30.103928
Chromosome	143900	144599	6.519607	3.775641
Chromosome	144700	145499	5.195294	5.627318
Chromosome	150600	151299	6.109251	5.809871
Chromosome	165200	167699	10.374692	11.022910
Chromosome	174600	175399	3.736475	3.790733
Chromosome	177200	177899	2.207304	3.580383
Chromosome	179000	179699	2.033360	4.471159
Chromosome	190200	191599	4.838624	4.394726
Chromosome	196300	196999	3.104851	3.331695
Chromosome	197100	197799	4.978411	5.294333
Chromosome	208800	209699	6.861035	11.228355
Chromosome	210500	212199	15.823824	18.052415
Chromosome	220600	221999	5.835837	5.999070
Chromosome	222900	223699	8.900838	7.824950
Chromosome	232600	233299	2.505825	4.040561
Chromosome	233500	234299	4.801508	4.174024
Chromosome	237400	238199	4.007979	4.169687
Chromosome	244200	244999	4.131472	5.790098
Chromosome	245800	246599	8.139344	8.585827
Chromosome	251500	252199	5.788465	5.055057
Chromosome	253300	254199	6.706294	6.710342
Chromosome	266800	267799	12.732316	16.043151
Chromosome	272400	273199	4.550107	3.361460
Chromosome	282400	283099	4.633570	3.078054
Chromosome	283700	284599	7.343598	7.347463
Chromosome	291300	291999	4.463532	4.926656
Chromosome	293500	294199	4.654000	5.316389
Chromosome	296800	297499	4.755654	5.544738
Chromosome	303700	304499	4.863480	4.479646
Chromosome	304800	305699	14.810372	32.367393
Chromosome	306700	307699	22.470189	35.266487
Chromosome	308900	310099	11.042748	12.101507
Chromosome	324600	325399	4.137401	3.854226
Chromosome	326000	326799	5.756269	6.024740
Chromosome	329600	330399	5.258253	5.315066
Chromosome	333800	334799	10.628819	11.702713
Chromosome	367500	368299	4.008399	4.617200
Chromosome	380100	380799	3.371047	3.511445
Chromosome	382100	382799	4.747324	4.875445
Chromosome	385500	386299	6.089308	8.462878
Chromosome	393300	394199	8.262467	5.851497
Chromosome	395000	395899	9.211033	13.366374
Chromosome	399400	401399	10.779364	11.631485
Chromosome	404500	405299	6.751873	5.723428
Chromosome	421500	422199	4.226183	3.107790
Chromosome	423800	424499	3.852734	4.120947
Chromosome	425200	425999	5.854224	4.364393
Chromosome	429800	431999	12.358604	15.207128
Chromosome	441700	442399	3.783530	3.773255
Chromosome	445100	446099	7.849595	9.005786
Chromosome	449000	449799	8.430670	9.891756
Chromosome	450100	450799	3.460517	3.198030
Chromosome	451200	451999	10.131765	11.823840
Chromosome	454900	455599	3.921228	3.989427
Chromosome	458400	459099	4.179376	3.479609
Chromosome	459700	460699	24.562600	23.487836
Chromosome	462500	463299	4.812675	6.492856
Chromosome	484800	485499	5.731177	4.397236
Chromosome	495200	495999	5.400221	5.562850
Chromosome	496700	497399	4.918302	4.470313
Chromosome	498500	499299	5.568976	4.313697
Chromosome	500400	501399	3.256389	3.769596
Chromosome	502700	503399	2.812219	3.657996
